college_name,city,state,type_des,degree_des,campus_des,median_family_income,retention,population_recieving_loan,fed_loan_recipients,population_recieving_pell,pell_recipients,instate_tuition,outofstate_tuition,attendance_cost,avg_net_price,first_bracket_net_price,second_bracket_net_price,third_bracket_net_price,fourth_bracket_net_price,fifth_bracket_net_price,median_earnings,avg_earnings_from_low_income_bracket,avg_earnings_from_mid_income_bracket,avg_earnings_from_high_income_bracket,earning_above_threshold,completion_rate,debt_high_income,population_debt_high_income,debt_mid_income,population_debt_mid_income,debt_low_income,population_debt_low_income,debt_pell,population_debt_pell,debt_nopell,population_debt_nopell,debt_withdrew,debt_graduated,population_repayment_cohort,repayment_rate
University of Minnesota-Duluth,Duluth,MN,public,bachelors,main,83294.5,0.7509,0.970000029,0.5882,0.360000014,0.2431,12815,16480,22796,17047,8731,10286,14813,19942,22171,43300,63000,45600,49800,0.812749028,0.561489149,18859.5,2378,19856.5,1458,16834.5,870,20990,2154,16750,2567,10250,25000,3609,0.924632862
University of Minnesota-Morris,Morris,MN,public,bachelors,main,71476,0.871,0.939999998,0.5037,0.449999988,0.2932,12584,12584,22853,14583,8312,8971,13038,16949,20768,38800,37600,40200,47000,0.749279559,0.619071293,15000,347,15690,282,PrivacySuppressed,PrivacySuppressed,14526.5,426,PrivacySuppressed,PrivacySuppressed,9313,20000,581,0.874354561
Minnesota State University-Moorhead,Moorhead,MN,public,bachelors,main,64384,0.6768,0.970000029,0.6301,0.49000001,0.3314,7816,14714,18028,14430,10247,11321,13704,17024,17258,37000,36500,40500,42500,0.748609185,0.463292167,14327.5,1240,17318.5,1312,16500,1022,18702,2044,12714.5,1536,10000,23055.5,3130,0.867412141
Saint Cloud State University,Saint Cloud,MN,public,bachelors,main,66431,0.7074,0.939999998,0.5095,0.479999989,0.3073,7514,15156,17892,14130,10547,11524,14258,16892,17540,40800,42800,43000,46900,0.792299211,0.487120424,15508,2520,15914,2316,14217.5,2094,17689,4128,12576,2821,10627.5,23250,5673,0.860920148
Southwest Minnesota State University,Marshall,MN,public,bachelors,main,56016,0.6736,0.949999988,0.2639,0.550000012,0.1591,8074,8074,19109,14519,11075,11126,14298,17192,18028,35600,33100,38800,40100,0.74129355,0.419758524,14075,440,17126.5,604,15801,526,17123,973,13750,601,10514,24200,1242,0.839774557
Winona State University,Winona,MN,public,bachelors,main,80304,0.783,0.959999979,0.6431,0.400000006,0.2685,8730,14230,20449,17408,12048,13117,16168,19314,19990,41900,42800,44100,46900,0.81345439,0.54935444,18249.5,1984,18773,1330,17622,841,20000,1998,15250,2166,9221,24000,3074,0.918672739
Alcorn State University,Alcorn State,MS,public,bachelors,main,21250,0.6838,0.920000017,0.8872,0.879999995,0.7918,6108,6108,20330,13360,13419,14203,16031,-59,1704,30600,33000,33600,40200,0.60340631,0.333331161,16000,133,21368,450,19500,1970,20250,2347,12500,207,17485,27940.5,1524,0.362204724
Delta State University,Cleveland,MS,public,bachelors,main,25297.5,0.6614,0.879999995,0.5628,0.74000001,0.4927,6562,6562,17749,13696,12639,13218,14775,15258,15870,33800,33600,39900,42000,0.667008221,0.361926667,13300,256,14000,457,12250,1136,13737,1481,10692,370,11170,21300,1474,0.607191316
Jackson State University,Jackson,MS,public,bachelors,main,21113,0.7552,0.910000026,0.7633,0.879999995,0.6476,6348,15552,18724,13690,12846,14102,16344,17324,16825,29500,30800,33600,41800,0.598818481,0.417603263,20909,367,23750,1044,24250,3963,25000,4820,12501,557,19500,31000,3268,0.424418605
University of Mississippi,University,MS,public,bachelors,main,46826.5,0.8558,0.910000026,0.4625,0.519999981,0.2975,6760,17728,21526,13858,10647,13614,17369,18011,18063,40600,53300,49200,55200,0.780835211,0.58163336,14820,2101,15171,1898,17005,2966,17764,4345,13011,2637,11785,21500,4265,0.795076202
University of Mississippi Medical Center,Jackson,MS,public,bachelors,branch,46826.5,,0.910000026,0.5375,0.519999981,0.2297,,,,,,,,,,40600,53300,49200,55200,0.780835211,,14820,2101,15171,1898,17005,2966,17764,4345,13011,2637,11785,21500,4265,0.795076202
Mississippi University for Women,Columbus,MS,public,bachelors,main,26756,0.7912,0.889999986,0.6237,0.75999999,0.4934,5640,15360,15935,9964,8970,10565,12098,12640,10957,34800,34600,40800,46400,0.694545448,0.366625662,12500,247,12500,549,16265.5,978,17000,1309,12281,465,12500,16473,1035,0.650241546
Mississippi Valley State University,Itta Bena,MS,public,bachelors,main,17447,0.5296,0.899999976,0.7721,0.939999998,0.69,5916,5916,17758,10132,10105,9562,10619,14341,14675,22400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.438481688,0.242471444,20000,31,18973,181,21530,1012,21500,1169,12500,57,20750,29038,1555,0.303536977
Mississippi State University,Mississippi State,MS,public,bachelors,main,41243.5,0.7851,0.899999976,0.5046,0.639999986,0.3415,6772,16960,20796,15983,14153,14173,17671,19016,18846,39600,42500,46600,49400,0.775839269,0.59581296,15000,2045,15500,2124,16258,3174,18141.5,4916,12000,2444,10453,23250,4406,0.810258738
University of Southern Mississippi,Hattiesburg,MS,public,bachelors,main,29062,0.7162,0.920000017,0.6934,0.699999988,0.4644,6744,15024,18781,12423,11555,11603,13912,14951,15239,36200,38200,41900,45000,0.723186672,0.474632618,15000,1497,16500,2232,17750,4549,19000,6104,12000,2185,12641,25000,6037,0.70945834
University of Central Missouri,Warrensburg,MO,public,bachelors,main,56271,0.6884,0.939999998,0.6299,0.540000021,0.3814,7265,13659,18355,14903,11830,12989,16579,18112,18219,36600,38000,39300,43100,0.749263644,0.511101774,15997.5,1786,16778,1976,13724.5,1982,16880,3538,13775,2212,9500,23450,3686,0.790558871
Harris-Stowe State University,Saint Louis,MO,public,bachelors,main,19450,0.431,0.839999974,0.814,0.879999995,0.7554,5220,9853,15610,10278,9819,10612,13143,14669,15610,27900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.552325606,0.093157163,11480,58,9500,227,9250,896,9500,1093,5500,89,7250,24712.5,1252,0.261182109
Lincoln University,Jefferson City,MO,public,bachelors,main,30160,0.5266,0.899999976,0.7856,0.779999971,0.541,6838,13228,14906,9956,8865,9824,11702,12515,12543,30300,30000,33000,37100,0.602396488,0.257942553,13963,209,14105.5,512,14000,1024,14250,1455,11000,294,10350,26625,1588,0.434508816
Missouri Southern State University,Joplin,MO,public,bachelors,main,32426,0.6614,0.860000014,0.6786,0.74000001,0.6068,5376,10225,14143,9437,7949,8734,10873,12135,12817,32800,32700,38000,38600,0.672246218,0.352537972,9671,443,12000,1105,11500,1592,12500,2486,8250,658,8250,21500,2326,0.706362855
Missouri Western State University,Saint Joseph,MO,public,bachelors,main,38705,0.6041,0.870000005,0.5339,0.689999998,0.4253,6400,12006,15242,9958,8422,8807,10457,12300,12439,32400,30800,37300,40300,0.670953929,0.324991342,11950,677,11922,1038,11000,1341,12388,2181,10167,885,8250,23306,2598,0.660123172
University of Missouri-Columbia,Columbia,MO,public,bachelors,main,80508.5,0.8353,0.970000029,0.4864,0.349999994,0.216,9415,23764,22387,16940,12731,13789,16014,19118,20464,46000,58100,52200,55000,0.821732402,0.704708192,17500,4929,18468.5,3048,16250,2169,19750,4626,15000,5551,10500,22500,6439,0.882590464
University of Missouri-Kansas City,Kansas City,MO,public,bachelors,main,40642,0.733,0.949999988,0.4868,0.519999981,0.3208,9456,22203,23437,17606,15522,15974,18481,20420,20749,43100,49100,56100,58900,0.769702256,0.494026681,13665,1358,17349,1517,17300,2337,18750,3235,12750,1983,11000,21187,3672,0.771786492
Missouri University of Science and Technology,Rolla,MO,public,bachelors,main,71244,0.8262,0.959999979,0.5401,0.479999989,0.2587,9510,24675,22102,15153,11127,12789,15569,17298,18182,65500,63000,62500,66100,0.882470131,0.638392039,18750,987,19500,731,18650.5,514,22200,1153,PrivacySuppressed,PrivacySuppressed,11168.5,25000,1724,0.921693735
University of Missouri-St Louis,Saint Louis,MO,public,bachelors,main,37821,0.7505,0.949999988,0.4279,0.550000012,0.3036,9474,24429,22474,13463,9757,11571,15613,16152,18775,40400,41900,45300,46400,0.757012486,0.461622388,15000,1281,17750,1626,19750,2911,20706.5,3942,13000,1887,14000,22000,4600,0.775217391
Truman State University,Kirksville,MO,public,bachelors,main,80910,0.874,0.939999998,0.437,0.370000005,0.1895,7368,13240,19689,12703,8600,10052,12929,14953,15207,42700,46800,45300,48600,0.810941279,0.726024973,18500,978,16250,599,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16439.5,1080,9545.5,21894,1502,0.932090546
Northwest Missouri State University,Maryville,MO,public,bachelors,main,62365.5,0.6583,0.939999998,0.5949,0.5,0.3557,6390,11391,17005,10612,7263,8986,11875,13915,13574,38900,40000,42400,45800,0.791401267,0.510436691,16750,1065,14838,1228,12000,834,15204,1826,13500,1308,9255,24490,2347,0.820195995
Southeast Missouri State University,Cape Girardeau,MO,public,bachelors,main,47781,0.7265,0.899999976,0.5127,0.589999974,0.3558,6863,12195,17093,12012,9220,10151,12966,14841,15331,36000,39200,37900,44300,0.746728599,0.47642364,14000,1377,14800,1689,13000,1738,15000,3043,12000,1767,9500,22459,3441,0.765184539
Missouri State University-Springfield,Springfield,MO,public,bachelors,main,57869.5,0.7525,0.939999998,0.5083,0.50999999,0.3198,6908,13388,19117,14817,11559,12573,15596,16484,17184,37200,37600,40900,44700,0.750524104,0.543979521,15750,2365,15361,2662,14046.5,2960,16388,4940,13088,3071,10250,22375,6243,0.828608041
Montana State University-Billings,Billings,MT,public,bachelors,main,33434,0.5918,0.910000026,0.5305,0.639999986,0.3917,5745,17088,15753,13126,10982,12247,14626,15729,15753,32500,33700,39700,42100,0.659822404,0.471534307,8800,579,11562.5,990,9974.5,1348,11762,1952,8250,977,9309,19000,2515,0.766998012
Montana Tech of the University of Montana,Butte,MT,public,bachelors,main,33463,0.6875,0.920000017,0.4962,0.689999998,0.3597,6464,18606,16434,11619,9150,10698,11518,14825,15148,39800,41900,57500,60500,0.699712634,0.485231148,9500,259,11104.5,398,11699,653,12128,947,9015,366,9225,19495.5,1026,0.749512671
Montana State University,Bozeman,MT,public,bachelors,main,49742,0.7576,0.949999988,0.4913,0.589999974,0.3161,6752,20717,18486,16236,13215,14457,16967,18347,18486,39700,41400,45100,48500,0.723749995,0.490262975,12050,1763,14750,1873,15750,2163,17500,3571,11000,2262,11500,24801,4044,0.885014837
The University of Montana,Missoula,MT,public,bachelors,main,36634,0.7344,0.949999988,0.5602,0.620000005,0.3912,6045,21719,17440,12776,11134,11313,13845,15841,16534,34100,37000,40000,44100,0.672376871,0.47035911,14000,1621,15767,2034,15856,3267,18157.5,4768,11656,2182,11326.5,24776.5,5344,0.781624251
Montana State University-Northern,Havre,MT,public,bachelors,main,30602,0.5922,0.879999995,0.6187,0.75999999,0.4913,5480,17312,17290,14641,12843,13515,16547,17290,17290,35300,35700,42100,44000,0.68624419,0.329800792,8251,145,10500,262,10901,424,11223.5,622,7000,211,7689,18022.5,707,0.793493635
The University of Montana-Western,Dillon,MT,public,bachelors,main,35528,0.6882,0.860000014,0.586,0.720000029,0.4235,4141,14860,14947,9132,8530,7397,8312,10943,10524,31700,30300,37300,39200,0.619589984,0.365719421,PrivacySuppressed,PrivacySuppressed,13869.5,300,12905,304,15000,550,PrivacySuppressed,PrivacySuppressed,11000,25523.5,531,0.755178908
Chadron State College,Chadron,NE,public,bachelors,main,44918,0.6734,0.850000024,0.4565,0.639999986,0.334,5600,5630,15402,10544,8047,9161,11017,12557,12370,37500,38500,40600,46000,0.709637046,0.37221481,12000,276,11531,448,9000,515,10748,853,10192,391,7582,20401,865,0.827745665
University of Nebraska at Kearney,Kearney,NE,public,bachelors,main,55165.5,0.7551,0.920000017,0.5002,0.589999974,0.3442,6542,12370,19212,14313,11685,12373,13879,16864,17582,38800,38000,42300,44900,0.779213488,0.545860367,13971,694,14627,1138,11462,762,14985,1559,12000,1043,9500,21697,2129,0.892437764
University of Nebraska at Omaha,Omaha,NE,public,bachelors,main,57671,0.7476,0.910000026,0.4683,0.5,0.3252,6550,16890,16860,12532,9311,10294,12738,15304,15932,41800,43000,47000,48500,0.791369259,0.441100464,13750,1904,13720.5,1882,13026.5,1934,15034,3363,12000,2365,9200,21000,4156,0.857555342
University of Nebraska Medical Center,Omaha,NE,public,bachelors,main,46618.5,,0.980000019,0.6682,0.330000013,0.2274,,,,,,,,,,64200,121800,75600,63400,0.929947436,,PrivacySuppressed,PrivacySuppressed,15147,267,20675,270,PrivacySuppressed,PrivacySuppressed,16411.5,548,12423,16000,619,0.978998384
University of Nebraska-Lincoln,Lincoln,NE,public,bachelors,main,72140.5,0.8364,0.949999988,0.4022,0.449999988,0.1979,8060,21388,21024,16294,11123,12109,15470,19063,19683,43800,48200,49100,51000,0.819312036,0.657565979,16500,3447,16341,2621,14398,1629,17450,3709,14562,4010,9002,22500,5537,0.90843417
Peru State College,Peru,NE,public,bachelors,main,44752.5,0.5825,0.899999976,0.4704,0.610000014,0.3296,6188,6188,15207,12826,10158,11393,13919,15058,15207,35800,32900,39300,42600,0.71784234,0.374037406,12000,240,13717,388,10613,432,12342,712,PrivacySuppressed,PrivacySuppressed,8076,21282,790,0.76835443
Wayne State College,Wayne,NE,public,bachelors,main,54876.5,0.619,0.939999998,0.6599,0.600000024,0.3967,5574,9774,15002,11142,8524,9257,11174,13259,13803,36400,35700,40700,39200,0.733863831,0.492877619,12000,496,14250,741,9000,479,12009,1075,11000,647,5500,21270,1383,0.861894432
University of Nevada-Las Vegas,Las Vegas,NV,public,bachelors,main,36398.5,0.7733,0.829999983,0.3687,0.639999986,0.3351,6690,20600,17478,11159,9197,10061,12067,14852,15677,43500,45900,50000,49900,0.760928988,0.422079142,12500,1858,12500,2872,13075,3593,14979,5445,10593,2903,10342,19491,4775,0.751832461
University of Nevada-Reno,Reno,NV,public,bachelors,main,45534,0.7989,0.860000014,0.3853,0.529999971,0.2884,6610,20520,21398,15207,12465,13326,15940,18695,18893,45500,50800,51900,54100,0.782516003,0.525525393,11000,1629,12000,1665,12500,1789,14250,2902,9410,2195,8120,18743.5,2782,0.840762042
University of New Hampshire-Main Campus,Durham,NH,public,bachelors,main,88997,0.8641,0.99000001,0.676,0.300000012,0.2238,16496,29216,29520,23861,16532,18656,21800,26142,28847,47300,49700,48500,54700,0.827197015,0.779850534,22250,3673,25335,1863,23000,1188,26000,2676,21500,4063,11000,27000,5190,0.940462428
Keene State College,Keene,NH,public,bachelors,main,83694,0.764,0.980000019,0.7316,0.310000002,0.2387,12776,20161,24614,20768,16203,16893,19971,22819,23952,39900,40300,39700,43900,0.774394035,0.627776212,19500,1481,20750,789,19420,488,21825,1059,19500,1704,7550,26000,2018,0.917740337
University of New Hampshire at Manchester,Manchester,NH,public,bachelors,branch,88997,0.6667,0.99000001,0.5114,0.300000012,0.2473,13762,26482,21507,18338,14014,16922,17589,20119,20476,47300,49700,48500,54700,0.827197015,0.424362927,22250,3673,25335,1863,23000,1188,26000,2676,21500,4063,11000,27000,5190,0.940462428
Plymouth State University,Plymouth,NH,public,bachelors,main,83925,0.7164,0.99000001,0.752,0.340000004,0.2697,12610,20030,24828,19689,15211,16478,19726,22653,23926,37700,35300,41600,41200,0.728676975,0.556597021,20812,1255,21500,809,20744.5,550,23617.5,1120,19125,1498,11800,27000,2021,0.883226126
Granite State College,Concord,NH,public,bachelors,main,35044,0.6,0.910000026,0.6729,0.600000024,0.4942,7065,7545,17576,14515,14194,14592,14676,17409,17576,32100,28400,38100,40000,0.625235379,0.209682258,9290,253,9500,580,10871.5,850,11026,1096,8634,594,7763,17665,732,0.730874317
Rowan University,Glassboro,NJ,public,bachelors,main,74007.5,0.841,0.959999979,0.5836,0.419999987,0.3007,12380,20186,26970,21541,20837,26970,26970,26970,,48800,47700,51000,51600,0.816782117,0.708457821,17500,2365,19500,1517,19500,1299,21020,2681,15094,2503,14000,21146,3742,0.869053982
New Jersey City University,Jersey City,NJ,public,bachelors,main,30520,0.6952,0.810000002,0.564,0.730000019,0.561,10653,19065,19058,10966,8561,10187,15395,18425,18720,41900,42600,47500,46400,0.754154742,0.32972139,12500,507,14158,1073,13250,2056,13750,2734,12500,907,10750,18000,2253,0.793608522
Kean University,Union,NJ,public,bachelors,main,44190,0.7364,0.899999976,0.6133,0.569999993,0.4094,10918,17141,19462,13997,9979,11322,16163,18669,19026,46800,44500,49000,49100,0.782553196,0.480595387,18250,1875,19000,2146,18750,2831,20300,4441,15000,2420,12500,24000,4310,0.762645012
Montclair State University,Montclair,NJ,public,bachelors,main,53696,0.856,0.910000026,0.6066,0.50999999,0.3726,11318,20196,22773,19960,16701,18661,21375,22603,22542,48700,48500,51300,52300,0.801020384,0.632862849,18500,2614,20000,2158,18750,2308,20918.5,3990,16250,3109,10500,23875,4764,0.889168766
New Jersey Institute of Technology,Newark,NJ,public,bachelors,main,43773,0.8603,0.860000014,0.4698,0.629999995,0.3898,15218,28274,26700,17467,11384,13514,18906,22834,23374,65300,67100,67400,67900,0.869271219,0.560018033,15500,723,17750,742,15696,935,18000,1551,13500,850,11000,21182.5,1436,0.873259053
Ramapo College of New Jersey,Mahwah,NJ,public,bachelors,main,79102,0.8665,0.959999979,0.6063,0.389999986,0.25,13388,22038,27781,19830,9199,14534,20372,24245,24788,48700,46500,51100,52600,0.802683532,0.731432007,19362,1264,19500,724,20000,613,PrivacySuppressed,PrivacySuppressed,17750,1450,12825,22193,1833,0.903436989
Rutgers University-Camden,Camden,NJ,public,bachelors,branch,59041,0.7734,0.930000007,0.6878,0.5,0.4329,13348,26908,22048,14324,8296,8994,15362,20301,20491,54800,60500,61400,63400,0.838235319,0.601280903,19000,7491,20500,5917,20000,6226,21482,11178,17202.5,8508,13000,22250,11744,0.878405995
Rutgers University-New Brunswick,New Brunswick,NJ,public,bachelors,main,59041,0.9093,0.930000007,0.5591,0.5,0.3105,13499,27523,28011,19770,11659,13547,20396,25509,26648,54800,60500,61400,63400,0.838235319,0.795044334,19000,7491,20500,5917,20000,6226,21482,11178,17202.5,8508,13000,22250,11744,0.878405995
Rutgers University-Newark,Newark,NJ,public,bachelors,branch,59041,0.7422,0.930000007,0.5501,0.5,0.4637,12998,27022,22046,12762,7286,10069,15420,19349,21496,54800,60500,61400,63400,0.838235319,0.643324118,19000,7491,20500,5917,20000,6226,21482,11178,17202.5,8508,13000,22250,11744,0.878405995
The Richard Stockton College of New Jersey,Galloway,NJ,public,bachelors,main,64554.5,0.868,0.949999988,0.667,0.449999988,0.3564,12322,18715,26086,20188,13754,14444,20394,23505,24298,46800,44100,46500,51100,0.782173276,0.647963155,17250,1581,18750,1213,19500,1275,20500,2274,15000,1801,12500,21500,3078,0.89051332
Thomas Edison State College,Trenton,NJ,public,bachelors,main,36056,,0.810000002,0.1463,0.600000024,0.1176,,,,,,,,,,49100,47300,54200,73700,0.728323698,,9647,811,9500,1652,8332,1672,9277,2485,PrivacySuppressed,PrivacySuppressed,9177.5,11289.5,1874,0.799893276
The College of New Jersey,Ewing,NJ,public,bachelors,main,96654.5,0.9347,0.959999979,0.5193,0.319999993,0.18,14730,25135,28943,21976,8167,11278,21135,27090,27280,56800,54600,59200,62800,0.888239563,0.856668524,21500,1437,22171,531,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20500,1503,12250,23196,1749,0.96112064
William Paterson University of New Jersey,Wayne,NJ,public,bachelors,main,54969,0.748,0.939999998,0.6629,0.5,0.3959,11918,19458,21990,15927,10976,12623,18208,19990,19820,44300,41200,48600,48400,0.759083748,0.488715137,17750,1757,19000,1665,18994,2013,20750,3417,14798,2027,11000,25382,3537,0.813118462
Eastern New Mexico University-Main Campus,Portales,NM,public,bachelors,main,24637,0.5812,0.560000002,0.3851,0.860000014,0.4102,4558,10069,15021,9410,7506,9270,11199,12754,13089,30200,30000,36300,46400,0.609137058,0.290613322,7500,377,10317,800,9003.5,1338,10125,1913,7000,606,7500,16166,1724,0.584106729
Institute of American Indian and Alaska Native Culture,Santa Fe,NM,public,bachelors,main,11564,0.6923,0.129999995,0,1,0.3944,3560,3560,15287,10181,9593,10773,10952,,,21300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.421052635,0.268319512,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35,0.457142857
New Mexico Highlands University,Las Vegas,NM,public,bachelors,main,25447,0.4717,0.709999979,0.4225,0.819999993,0.5654,4000,6382,15611,8984,8809,9353,9368,6356,,35100,34400,37100,38900,0.688275874,0.172248183,7250,147,9500,368,9500,730,9666,1032,6500,213,7500,13624,786,0.659033079
New Mexico Institute of Mining and Technology,Socorro,NM,public,bachelors,main,42214,0.7659,0.769999981,0.3495,0.610000014,0.2952,5714,17073,17600,10219,7612,8118,11687,12279,14384,52800,53800,55900,67700,0.803278685,0.457852874,8750,145,PrivacySuppressed,PrivacySuppressed,9278,145,9853,239,PrivacySuppressed,PrivacySuppressed,7500,16083,242,0.867768595
University of New Mexico-Main Campus,Albuquerque,NM,public,bachelors,main,26437,0.7769,0.730000019,0.3877,0.790000021,0.3846,6846,20688,16822,8126,7100,8636,10514,11722,13397,35900,38700,42800,52400,0.676919281,0.470277519,12125,1784,13837.5,2998,14941.5,5986,15750,8452,10500,2339,11432,20500,5900,0.702542373
New Mexico State University-Main Campus,Las Cruces,NM,public,bachelors,main,26390.5,0.7399,0.75,0.4438,0.810000002,0.4342,6220,19644,17290,10158,8397,9450,12300,13523,13753,33800,34700,40700,45900,0.654980421,0.437067066,11500,1260,11408,2849,10751,6081,11899,8336,8250,1866,8500,19500,7331,0.615059337
Western New Mexico University,Silver City,NM,public,bachelors,main,20117,0.5481,0.649999976,0.3826,0.889999986,0.4672,4723,12763,15121,9962,9869,13733,14846,,,31200,31900,39400,43300,0.597997129,0.167685535,10500,121,10250,339,9576,809,10322,1074,8250,198,8469,17658,775,0.508387097
CUNY Bernard M Baruch College,New York,NY,public,bachelors,main,21425,0.8762,0.310000002,0.142,0.889999986,0.4502,6210,12720,15112,6543,5148,6928,10721,13443,14233,54000,57700,61600,62800,0.815895677,0.647335437,13000,309,10000,556,8876,965,9939,1239,10500,595,8000,11500,1177,0.86491079
CUNY Brooklyn College,Brooklyn,NY,public,bachelors,main,19691,0.864,0.439999998,0.1893,0.850000024,0.4816,6184,12694,13903,5775,3923,6381,10032,12872,13281,44500,48500,52000,55400,0.751908422,0.522601281,12000,439,9495,887,8500,1838,9858.5,2204,8479.5,966,8500,11000,1929,0.783825816
College of Staten Island CUNY,Staten Island,NY,public,bachelors,main,27650,0.8286,0.430000007,0.188,0.800000012,0.4463,6158,12668,14298,7364,5274,7271,11135,13809,14274,41600,43600,46300,54100,0.712127209,0.279373625,11000,891,8250,875,7530,1034,8337,1733,10396,1071,7500,16872,1836,0.700980392
